#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |           filename             |rands/second|
 file_input_raw|/data/spinprng_qs256_stream004.bin|  5.22e+07  |
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
          sts_serial|  14|    100000|     100|0.46556420|  PASSED  
          sts_serial|  15|    100000|     100|0.51309428|  PASSED  
          sts_serial|  15|    100000|     100|0.68143231|  PASSED  
          sts_serial|  16|    100000|     100|0.64280027|  PASSED  
          sts_serial|  16|    100000|     100|0.82010147|  PASSED  
         rgb_bitdist|   1|    100000|     100|0.29129970|  PASSED  
         rgb_bitdist|   2|    100000|     100|0.49054580|  PASSED  
         rgb_bitdist|   3|    100000|     100|0.94382387|  PASSED  
         rgb_bitdist|   4|    100000|     100|0.19688155|  PASSED  
         rgb_bitdist|   5|    100000|     100|0.51373299|  PASSED  
         rgb_bitdist|   6|    100000|     100|0.33931939|  PASSED  
         rgb_bitdist|   7|    100000|     100|0.57834822|  PASSED  
         rgb_bitdist|   8|    100000|     100|0.50021552|  PASSED  
         rgb_bitdist|   9|    100000|     100|0.39193814|  PASSED  
         rgb_bitdist|  10|    100000|     100|0.99731523|   WEAK   
         rgb_bitdist|  11|    100000|     100|0.50354583|  PASSED  
         rgb_bitdist|  12|    100000|     100|0.72447171|  PASSED  
rgb_minimum_distance|   2|     10000|    1000|0.55914588|  PASSED  
rgb_minimum_distance|   3|     10000|    1000|0.11243086|  PASSED  
rgb_minimum_distance|   4|     10000|    1000|0.07184291|  PASSED  
rgb_minimum_distance|   5|     10000|    1000|0.04902782|  PASSED  
    rgb_permutations|   2|    100000|     100|0.92329495|  PASSED  
    rgb_permutations|   3|    100000|     100|0.88965888|  PASSED  
    rgb_permutations|   4|    100000|     100|0.05429246|  PASSED  
    rgb_permutations|   5|    100000|     100|0.34380696|  PASSED  
      rgb_lagged_sum|   0|   1000000|     100|0.20146458|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.32237664|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.53734475|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.01987313|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|   5|   1000000|     100|0.41984851|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.90746690|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.00000108|   WEAK   
      rgb_lagged_sum|   8|   1000000|     100|0.36763802|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  10|   1000000|     100|0.42750664|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.11780981|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.23057682|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.11078181|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.00067620|   WEAK   
      rgb_lagged_sum|  15|   1000000|     100|0.00000001|  FAILED  
      rgb_lagged_sum|  16|   1000000|     100|0.02703959|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.93932978|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.27722667|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  20|   1000000|     100|0.19563249|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.61061044|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.83493625|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.00009513|   WEAK   
      rgb_lagged_sum|  24|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  25|   1000000|     100|0.94278990|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.55967334|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.08521594|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.54542712|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  30|   1000000|     100|0.69246815|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.00000000|  FAILED  
      rgb_lagged_sum|  32|   1000000|     100|0.67636418|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.15148800|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.00000000|  FAILED  
             dab_dct| 256|     50000|       1|0.14492401|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.50235714|  PASSED  
        dab_filltree|  32|  15000000|       1|0.04178281|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.12121714|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.02211214|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|1.00000000|  FAILED  
